CircleName,RegionName,DivisionName,OfficeName,Pincode,OfficeType,District,StateName,Lux state
Odisha Circle,DivReportingCircle,Bhadrak Division,Apanda B.O,756144,BO,BHADRAK,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Bhadrak Division,Binayakpur B.O,756125,BO,BHADRAK,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Bhadrak Division,Chudamani B.O,756125,BO,BHADRAK,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Bhadrak Division,Matipaka B.O,756125,BO,BHADRAK,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Bhadrak Division,Aruha B.O,756168,BO,BHADRAK,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Bhadrak Division,Bachhipur B.O,756165,BO,BHADRAK,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Bhadrak Division,Gopalpur B.O,756133,BO,BHADRAK,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Bhadrak Division,Banitia B.O,756101,BO,BHADRAK,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Bhadrak Division,Narasinghpurhat B.O,756171,BO,BHADRAK,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Bhadrak Division,Aliha B.O,756182,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Bhadrak Division,Baghua B.O,756182,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,Sambalpur Region,Sundargarh Division,Bamphei B.O,768221,BO,SAMBALPUR,ODISHA,ODISHA
Odisha Circle,Sambalpur Region,Sundargarh Division,Bamrabasti B.O,768221,BO,SAMBALPUR,ODISHA,ODISHA
Odisha Circle,Sambalpur Region,Sundargarh Division,Baunslaga B.O,768221,BO,SAMBALPUR,ODISHA,ODISHA
Odisha Circle,Sambalpur Region,Sundargarh Division,Bhalupatra B.O,768220,BO,JHARSUGUDA,ODISHA,ODISHA
Odisha Circle,Sambalpur Region,Sundargarh Division,Burbuda B.O,768221,BO,SAMBALPUR,ODISHA,ODISHA
Odisha Circle,Sambalpur Region,Sundargarh Division,Ghunghuti B.O,768221,BO,SAMBALPUR,ODISHA,ODISHA
Odisha Circle,Sambalpur Region,Sundargarh Division,Uchakapat B.O,768221,BO,SAMBALPUR,ODISHA,ODISHA
Odisha Circle,Sambalpur Region,Sundargarh Division,Badumermunda B.O,768221,BO,SAMBALPUR,ODISHA,ODISHA
Odisha Circle,Sambalpur Region,Sundargarh Division,Nuapali B.O,768224,BO,SAMBALPUR,ODISHA,ODISHA
Odisha Circle,Sambalpur Region,Sundargarh Division,Bhimjore B.O,768220,BO,JHARSUGUDA,ODISHA,ODISHA
Odisha Circle,Sambalpur Region,Sundargarh Division,Tileimal B.O,768221,BO,JHARSUGUDA,ODISHA,ODISHA
Odisha Circle,Sambalpur Region,Sundargarh Division,Ramella B.O,768211,BO,JHARSUGUDA,ODISHA,ODISHA
Odisha Circle,Sambalpur Region,Sundargarh Division,Kirmira B.O,768220,BO,JHARSUGUDA,ODISHA,ODISHA
Odisha Circle,Sambalpur Region,Sundargarh Division,Babuchipidihi B.O,768221,BO,JHARSUGUDA,ODISHA,ODISHA
Odisha Circle,Sambalpur Region,Sundargarh Division,Kuarmal B.O,768221,BO,JHARSUGUDA,ODISHA,ODISHA
Odisha Circle,Sambalpur Region,Sundargarh Division,Pankenpada B.O,768221,BO,JHARSUGUDA,ODISHA,ODISHA
Odisha Circle,Sambalpur Region,Sundargarh Division,Dalgaon B.O,768211,BO,JHARSUGUDA,ODISHA,ODISHA
Odisha Circle,Sambalpur Region,Sundargarh Division,Rampella B.O,768211,BO,JHARSUGUDA,ODISHA,ODISHA
Odisha Circle,Sambalpur Region,Sundargarh Division,Jorabaga B.O,768217,BO,JHARSUGUDA,ODISHA,ODISHA
Odisha Circle,Sambalpur Region,Sundargarh Division,Kudaloi B.O,768217,BO,JHARSUGUDA,ODISHA,ODISHA
Odisha Circle,Sambalpur Region,Sundargarh Division,Ubuda B.O,768217,BO,JHARSUGUDA,ODISHA,ODISHA
Odisha Circle,Sambalpur Region,Sundargarh Division,I B B.O,768216,BO,JHARSUGUDA,ODISHA,ODISHA
Odisha Circle,Sambalpur Region,Sundargarh Division,Lamptibahal B.O,768216,BO,JHARSUGUDA,ODISHA,ODISHA
Odisha Circle,Sambalpur Region,Sundargarh Division,Loisingh B.O,768216,BO,JHARSUGUDA,ODISHA,ODISHA
Odisha Circle,Sambalpur Region,Sundargarh Division,Rajpur B.O,768216,BO,JHARSUGUDA,ODISHA,ODISHA
Odisha Circle,Sambalpur Region,Sundargarh Division,Ragba B.O,768224,BO,SAMBALPUR,ODISHA,ODISHA
Odisha Circle,Sambalpur Region,Sundargarh Division,Baliturei B.O,768228,BO,SAMBALPUR,ODISHA,ODISHA
Odisha Circle,Sambalpur Region,Sundargarh Division,M. Balanda B.O,768228,BO,SAMBALPUR,ODISHA,ODISHA
Odisha Circle,Sambalpur Region,Sundargarh Division,P. Niktimal B.O,768228,BO,SAMBALPUR,ODISHA,ODISHA
Odisha Circle,Sambalpur Region,Sundargarh Division,Sargidihi B.O,768228,BO,SAMBALPUR,ODISHA,ODISHA
Odisha Circle,Sambalpur Region,Sundargarh Division,Uttargaon B.O,768228,BO,SAMBALPUR,ODISHA,ODISHA
Odisha Circle,Sambalpur Region,Sundargarh Division,Baxma B.O,768222,BO,SAMBALPUR,ODISHA,ODISHA
Odisha Circle,Sambalpur Region,Sundargarh Division,Chandinimal B.O,768222,BO,SAMBALPUR,ODISHA,ODISHA
Odisha Circle,Sambalpur Region,Sundargarh Division,Dhudipali B.O,768222,BO,SAMBALPUR,ODISHA,ODISHA
Odisha Circle,Sambalpur Region,Sundargarh Division,Khandakata B.O,768222,BO,SAMBALPUR,ODISHA,ODISHA
Odisha Circle,Sambalpur Region,Sundargarh Division,Purunapani B.O,768222,BO,SAMBALPUR,ODISHA,ODISHA
Odisha Circle,Sambalpur Region,Sundargarh Division,Satkama B.O,768222,BO,SAMBALPUR,ODISHA,ODISHA
Odisha Circle,Sambalpur Region,Sundargarh Division,Subarnapali B.O,768222,BO,SAMBALPUR,ODISHA,ODISHA
Odisha Circle,Sambalpur Region,Sundargarh Division,Gosainpara B.O,768227,BO,SAMBALPUR,ODISHA,ODISHA
Odisha Circle,Sambalpur Region,Sundargarh Division,Kuntara B.O,768227,BO,SAMBALPUR,ODISHA,ODISHA
Odisha Circle,Sambalpur Region,Sundargarh Division,Kinaloi B.O,768214,BO,SAMBALPUR,ODISHA,ODISHA
Odisha Circle,Sambalpur Region,Sambalpur Division,Bomaloi B.O,768212,BO,SAMBALPUR,ODISHA,ODISHA
Odisha Circle,Sambalpur Region,Sambalpur Division,Jharghati Colony B.O,768212,BO,SAMBALPUR,ODISHA,ODISHA
Odisha Circle,Sambalpur Region,Sambalpur Division,Ambagaon B.O,768110,BO,DEOGARH,ODISHA,ODISHA
Odisha Circle,Sambalpur Region,Sambalpur Division,Bamparda B.O,768110,BO,DEOGARH,ODISHA,ODISHA
Odisha Circle,Sambalpur Region,Sambalpur Division,Madhyapur B.O,768110,BO,DEOGARH,ODISHA,ODISHA
Odisha Circle,Sambalpur Region,Sambalpur Division,Saruali B.O,768110,BO,DEOGARH,ODISHA,ODISHA
Odisha Circle,Sambalpur Region,Sambalpur Division,Kalamati B.O,768025,BO,SAMBALPUR,ODISHA,ODISHA
Odisha Circle,Sambalpur Region,Sambalpur Division,CHIPLIMA BO,768025,BO,SAMBALPUR,ODISHA,ODISHA
Odisha Circle,Sambalpur Region,Sambalpur Division,Dandasingha B.O,768108,BO,DEOGARH,ODISHA,ODISHA
Odisha Circle,Sambalpur Region,Sambalpur Division,Kantapali B.O,768108,BO,DEOGARH,ODISHA,ODISHA
Odisha Circle,Sambalpur Region,Sambalpur Division,Rambhei B.O,768108,BO,DEOGARH,ODISHA,ODISHA
Odisha Circle,Sambalpur Region,Sambalpur Division,Amkuni B.O,768113,BO,SAMBALPUR,ODISHA,ODISHA
Odisha Circle,Sambalpur Region,Sambalpur Division,Maltigunderpur B.O,768005,BO,SAMBALPUR,ODISHA,ODISHA
Odisha Circle,Sambalpur Region,Sambalpur Division,Rasanpur B.O,768005,BO,SAMBALPUR,ODISHA,ODISHA
Odisha Circle,Sambalpur Region,Sambalpur Division,Sindurpank B.O,768005,BO,SAMBALPUR,ODISHA,ODISHA
Odisha Circle,Sambalpur Region,Sambalpur Division,Barghat B.O,768121,BO,DEOGARH,ODISHA,ODISHA
Odisha Circle,Sambalpur Region,Sambalpur Division,Badasahir B.O,768112,BO,SAMBALPUR,ODISHA,ODISHA
Odisha Circle,Sambalpur Region,Sambalpur Division,Dangarpara B.O,768112,BO,SAMBALPUR,ODISHA,ODISHA
Odisha Circle,Sambalpur Region,Sambalpur Division,Tampargarh B.O,768112,BO,SAMBALPUR,ODISHA,ODISHA
Odisha Circle,Sambalpur Region,Sambalpur Division,Bhatpura B.O,768107,BO,SAMBALPUR,ODISHA,ODISHA
Odisha Circle,Sambalpur Region,Sambalpur Division,Bhojpur B.O,768107,BO,SAMBALPUR,ODISHA,ODISHA
Odisha Circle,Berhampur Region,Aska Division,Kharia B.O,761111,BO,GANJAM,ODISHA,ODISHA
Odisha Circle,Berhampur Region,Aska Division,Erendra B.O,761013,BO,GANJAM,ODISHA,ODISHA
Odisha Circle,Berhampur Region,Aska Division,P.Jagannathpur B.O,761013,BO,GANJAM,ODISHA,ODISHA
Odisha Circle,Berhampur Region,Aska Division,Mahachhai B.O,761103,BO,GANJAM,ODISHA,ODISHA
Odisha Circle,Berhampur Region,Aska Division,Tankachhai B.O,761103,BO,GANJAM,ODISHA,ODISHA
Odisha Circle,Berhampur Region,Aska Division,Bandhaguda B.O,761106,BO,GANJAM,ODISHA,ODISHA
Odisha Circle,Berhampur Region,Aska Division,K.Karadakana B.O,761106,BO,GANJAM,ODISHA,ODISHA
Odisha Circle,Berhampur Region,Aska Division,Kullagada B.O,761106,BO,GANJAM,ODISHA,ODISHA
Odisha Circle,Berhampur Region,Aska Division,Genja B.O,761108,BO,GANJAM,ODISHA,ODISHA
Odisha Circle,Berhampur Region,Aska Division,Hukuma B.O,761108,BO,GANJAM,ODISHA,ODISHA
Odisha Circle,Berhampur Region,Aska Division,Surada Bazar B.O,761108,BO,GANJAM,ODISHA,ODISHA
Odisha Circle,Berhampur Region,Aska Division,Bahadapadar B.O,761125,BO,GANJAM,ODISHA,ODISHA
Odisha Circle,Berhampur Region,Aska Division,Arakhapur B.O,761117,BO,GANJAM,ODISHA,ODISHA
Odisha Circle,Berhampur Region,Aska Division,Bishnuchakra B.O,761117,BO,GANJAM,ODISHA,ODISHA
Odisha Circle,Berhampur Region,Aska Division,Hatiota B.O,761117,BO,GANJAM,ODISHA,ODISHA
Odisha Circle,Berhampur Region,Kalahandi Division,Dumerpadar B.O,766037,BO,KALAHANDI,ODISHA,ODISHA
Odisha Circle,Berhampur Region,Kalahandi Division,Gunpur B.O,766037,BO,KALAHANDI,ODISHA,ODISHA
Odisha Circle,Berhampur Region,Kalahandi Division,Purunaguma B.O,766037,BO,KALAHANDI,ODISHA,ODISHA
Odisha Circle,Berhampur Region,Kalahandi Division,Chancher B.O,766011,BO,KALAHANDI,ODISHA,ODISHA
Odisha Circle,Berhampur Region,Kalahandi Division,Gokuleswar B.O,766011,BO,KALAHANDI,ODISHA,ODISHA
Odisha Circle,Berhampur Region,Kalahandi Division,Kikia B.O,766011,BO,KALAHANDI,ODISHA,ODISHA
Odisha Circle,Berhampur Region,Kalahandi Division,Thuapadar B.O,766011,BO,KALAHANDI,ODISHA,ODISHA
Odisha Circle,Berhampur Region,Kalahandi Division,Uchhula B.O,766011,BO,KALAHANDI,ODISHA,ODISHA
Odisha Circle,Berhampur Region,Koraput Division,Motigaon B.O,764061,BO,NABARANGPUR,ODISHA,ODISHA
Odisha Circle,Berhampur Region,Koraput Division,Panduguda B.O,764061,BO,NABARANGPUR,ODISHA,ODISHA
Odisha Circle,Berhampur Region,Koraput Division,Rajoda B.O,764061,BO,NABARANGPUR,ODISHA,ODISHA
Odisha Circle,Berhampur Region,Koraput Division,Bodaput B.O,764043,BO,KORAPUT,ODISHA,ODISHA
Odisha Circle,Berhampur Region,Koraput Division,Chipakhor B.O,764043,BO,KORAPUT,ODISHA,ODISHA
Odisha Circle,Berhampur Region,Koraput Division,Tentuligumma B.O,764043,BO,KORAPUT,ODISHA,ODISHA
Odisha Circle,Berhampur Region,Koraput Division,Kathapoda B.O,764043,BO,KORAPUT,ODISHA,ODISHA
Odisha Circle,Berhampur Region,Koraput Division,Dandabadi B.O,764043,BO,KORAPUT,ODISHA,ODISHA
Odisha Circle,Berhampur Region,Koraput Division,Dasamanthpur B.O,764043,BO,KORAPUT,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Jamatkula B.O,756083,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Beladandia B.O,756023,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Debhog B.O,756023,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Jathia B.O,756023,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Kumbhari B.O,756023,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Machharanka Simulia B.O,756023,BO,BALESHWAR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Kumarpur B.O,756046,BO,BHADRAK,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Balasore Division,Padhuan B.O,756046,BO,BHADRAK,ODISHA,ODISHA
Odisha Circle,Sambalpur Region,Sambalpur Division,Jamumal B.O,768107,BO,SAMBALPUR,ODISHA,ODISHA
Odisha Circle,Sambalpur Region,Sambalpur Division,Katarkela B.O,768107,BO,SAMBALPUR,ODISHA,ODISHA
Odisha Circle,Sambalpur Region,Sambalpur Division,Gadgadbahal B.O,768105,BO,SAMBALPUR,ODISHA,ODISHA
Odisha Circle,Sambalpur Region,Sambalpur Division,Godloisingh B.O,768105,BO,SAMBALPUR,ODISHA,ODISHA
Odisha Circle,Sambalpur Region,Sundargarh Division,Dangajore B.O,768224,BO,SAMBALPUR,ODISHA,ODISHA
Odisha Circle,Sambalpur Region,Sundargarh Division,Gardega B.O,768224,BO,SAMBALPUR,ODISHA,ODISHA
Odisha Circle,Sambalpur Region,Sundargarh Division,Kinabaga B.O,768224,BO,SAMBALPUR,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Bhadrak Division,Angeipal B.O,756117,BO,BHADRAK,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Bhadrak Division,Chudakuti Palasa B.O,756117,BO,BHADRAK,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Bhadrak Division,Khadipada B.O,756117,BO,BHADRAK,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Bhadrak Division,Narayanpur B.O,756117,BO,BHADRAK,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Bhadrak Division,Bamkura B.O,756119,BO,BHADRAK,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Bhadrak Division,Sahaspur B.O,756119,BO,BHADRAK,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Bhadrak Division,Nandapur B.O,756127,BO,BHADRAK,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Bhadrak Division,Suan B.O,756162,BO,BHADRAK,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Bhadrak Division,Albaga B.O,756124,BO,BHADRAK,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Bhadrak Division,Guagadia B.O,756124,BO,BHADRAK,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Cuttack South Division,Balarampur B.O,754295,BO,CUTTACK,ODISHA,ODISHA
Odisha Circle,Sambalpur Region,Sambalpur Division,Dulampur B.O,768111,BO,BARGARH,ODISHA,ODISHA
Odisha Circle,Sambalpur Region,Sambalpur Division,Rusuda B.O,768115,BO,BARGARH,ODISHA,ODISHA
Odisha Circle,Sambalpur Region,Sambalpur Division,Sialkhandata B.O,768115,BO,BARGARH,ODISHA,ODISHA
Odisha Circle,Sambalpur Region,Sambalpur Division,Sarkanda B.O,768033,BO,BARGARH,ODISHA,ODISHA
Odisha Circle,Sambalpur Region,Sambalpur Division,Tabada B.O,768033,BO,BARGARH,ODISHA,ODISHA
Odisha Circle,Sambalpur Region,Sambalpur Division,Barhaguda B.O,768040,BO,BARGARH,ODISHA,ODISHA
Odisha Circle,Sambalpur Region,Sambalpur Division,Dhanger B.O,768040,BO,BARGARH,ODISHA,ODISHA
Odisha Circle,Sambalpur Region,Sambalpur Division,Gaisama B.O,768040,BO,BARGARH,ODISHA,ODISHA
Odisha Circle,Sambalpur Region,Sambalpur Division,Kalapani B.O,768040,BO,BARGARH,ODISHA,ODISHA
Odisha Circle,Sambalpur Region,Sambalpur Division,Khandatha B.O,768040,BO,BARGARH,ODISHA,ODISHA
Odisha Circle,Sambalpur Region,Sambalpur Division,Pandikipali B.O,768033,BO,BARGARH,ODISHA,ODISHA
Odisha Circle,Sambalpur Region,Sambalpur Division,Rengali B.O,768033,BO,BARGARH,ODISHA,ODISHA
Odisha Circle,Sambalpur Region,Sambalpur Division,Tungibandhali B.O,768033,BO,BARGARH,ODISHA,ODISHA
Odisha Circle,Sambalpur Region,Sambalpur Division,Adagaon B.O,768040,BO,BARGARH,ODISHA,ODISHA
Odisha Circle,Sambalpur Region,Sambalpur Division,Sarsara B.O,768040,BO,BARGARH,ODISHA,ODISHA
Odisha Circle,Sambalpur Region,Sambalpur Division,Madhupur B.O,768033,BO,BARGARH,ODISHA,ODISHA
Odisha Circle,Berhampur Region,Aska Division,Rumagada B.O,761117,BO,GANJAM,ODISHA,ODISHA
Odisha Circle,Berhampur Region,Aska Division,Aladi B.O,761120,BO,GANJAM,ODISHA,ODISHA
Odisha Circle,Berhampur Region,Aska Division,Jhadabhumi B.O,761120,BO,GANJAM,ODISHA,ODISHA
Odisha Circle,Berhampur Region,Aska Division,Bonka B.O,761119,BO,GANJAM,ODISHA,ODISHA
Odisha Circle,Berhampur Region,Aska Division,Subalaya B.O,761111,BO,GANJAM,ODISHA,ODISHA
Odisha Circle,Berhampur Region,Aska Division,Gangapur B.O,761013,BO,GANJAM,ODISHA,ODISHA
Odisha Circle,Berhampur Region,Aska Division,Patrapalli B.O,761119,BO,GANJAM,ODISHA,ODISHA
Odisha Circle,Berhampur Region,Aska Division,Udhra B.O,761119,BO,GANJAM,ODISHA,ODISHA
Odisha Circle,Berhampur Region,Aska Division,Betarasingi B.O,761118,BO,GANJAM,ODISHA,ODISHA
Odisha Circle,Berhampur Region,Aska Division,Golamundala B.O,761118,BO,GANJAM,ODISHA,ODISHA
Odisha Circle,Berhampur Region,Koraput Division,Gondal B.O,764043,BO,KORAPUT,ODISHA,ODISHA
Odisha Circle,Berhampur Region,Koraput Division,Haladikund B.O,764043,BO,KORAPUT,ODISHA,ODISHA
Odisha Circle,Berhampur Region,Koraput Division,Kollar B.O,764043,BO,KORAPUT,ODISHA,ODISHA
Odisha Circle,Berhampur Region,Koraput Division,Majhiguda B.O,764043,BO,KORAPUT,ODISHA,ODISHA
Odisha Circle,Berhampur Region,Koraput Division,Mosigam B.O,764043,BO,KORAPUT,ODISHA,ODISHA
Odisha Circle,Berhampur Region,Koraput Division,Lima B.O,764002,BO,KORAPUT,ODISHA,ODISHA
Odisha Circle,Berhampur Region,Koraput Division,Umuri B.O,764002,BO,KORAPUT,ODISHA,ODISHA
Odisha Circle,Berhampur Region,Koraput Division,Badajiuna B.O,764002,BO,KORAPUT,ODISHA,ODISHA
Odisha Circle,Berhampur Region,Koraput Division,Chandrapoda B.O,764043,BO,KORAPUT,ODISHA,ODISHA
Odisha Circle,Berhampur Region,Koraput Division,Chikima B.O,764043,BO,KORAPUT,ODISHA,ODISHA
Odisha Circle,Berhampur Region,Koraput Division,Kadamguda B.O,764046,BO,MALKANGIRI,ODISHA,ODISHA
Odisha Circle,Berhampur Region,Koraput Division,Rasbeda B.O,764046,BO,MALKANGIRI,ODISHA,ODISHA
Odisha Circle,Berhampur Region,Koraput Division,Kundei B.O,764088,BO,NABARANGPUR,ODISHA,ODISHA
Odisha Circle,Berhampur Region,Koraput Division,Jadapara B.O,764088,BO,NABARANGPUR,ODISHA,ODISHA
Odisha Circle,Berhampur Region,Koraput Division,Kudumuluguma B.O,764046,BO,MALKANGIRI,ODISHA,ODISHA
Odisha Circle,Berhampur Region,Koraput Division,Somnathpur B.O,764046,BO,MALKANGIRI,ODISHA,ODISHA
Odisha Circle,Berhampur Region,Koraput Division,Mudulipada B.O,764046,BO,MALKANGIRI,ODISHA,ODISHA
Odisha Circle,Berhampur Region,Koraput Division,Mundiguda B.O,764046,BO,MALKANGIRI,ODISHA,ODISHA
Odisha Circle,Berhampur Region,Koraput Division,Parkonmala B.O,764046,BO,MALKANGIRI,ODISHA,ODISHA
Odisha Circle,Berhampur Region,Koraput Division,Jodinga B.O,764088,BO,NABARANGPUR,ODISHA,ODISHA
Odisha Circle,Berhampur Region,Koraput Division,Khuduku B.O,764088,BO,NABARANGPUR,ODISHA,ODISHA
Odisha Circle,Berhampur Region,Koraput Division,Deobharandi B.O,764088,BO,NABARANGPUR,ODISHA,ODISHA
Odisha Circle,Berhampur Region,Koraput Division,Kontagam B.O,764049,BO,NABARANGPUR,ODISHA,ODISHA
Odisha Circle,Berhampur Region,Koraput Division,Potrel B.O,764051,BO,MALKANGIRI,ODISHA,ODISHA
Odisha Circle,Berhampur Region,Koraput Division,Tarlakota B.O,764051,BO,MALKANGIRI,ODISHA,ODISHA
Odisha Circle,Berhampur Region,Koraput Division,Mohara B.O,764077,BO,NABARANGPUR,ODISHA,ODISHA
Odisha Circle,Berhampur Region,Koraput Division,Kamta B.O,764049,BO,NABARANGPUR,ODISHA,ODISHA
Odisha Circle,Berhampur Region,Koraput Division,Patraput B.O,764049,BO,NABARANGPUR,ODISHA,ODISHA
Odisha Circle,Berhampur Region,Koraput Division,Muduliguda B.O,764051,BO,MALKANGIRI,ODISHA,ODISHA
Odisha Circle,Berhampur Region,Koraput Division,PURUNA CHINTAPALLI B.O.,764051,BO,MALKANGIRI,ODISHA,ODISHA
Odisha Circle,Berhampur Region,Koraput Division,Jamadapada B.O,764077,BO,NABARANGPUR,ODISHA,ODISHA
Odisha Circle,Berhampur Region,Koraput Division,Melgam B.O,764077,BO,NABARANGPUR,ODISHA,ODISHA
Odisha Circle,Berhampur Region,Koraput Division,Palsapara B.O,764077,BO,NABARANGPUR,ODISHA,ODISHA
Odisha Circle,Sambalpur Region,Sambalpur Division,Negimunda B.O,768033,BO,BARGARH,ODISHA,ODISHA
Odisha Circle,Sambalpur Region,Sambalpur Division,Lahanda B.O,768111,BO,BARGARH,ODISHA,ODISHA
Odisha Circle,Sambalpur Region,Sambalpur Division,Mahule B.O,768115,BO,BARGARH,ODISHA,ODISHA
Odisha Circle,Berhampur Region,Aska Division,Kanachhai B.O,761118,BO,GANJAM,ODISHA,ODISHA
Odisha Circle,Berhampur Region,Aska Division,Pangidi B.O,761118,BO,GANJAM,ODISHA,ODISHA
Odisha Circle,Berhampur Region,Aska Division,Harigada B.O,761141,BO,GANJAM,ODISHA,ODISHA
Odisha Circle,Berhampur Region,Aska Division,Bangarada B.O,761123,BO,GANJAM,ODISHA,ODISHA
Odisha Circle,Berhampur Region,Aska Division,Nunipadasasan B.O,761123,BO,GANJAM,ODISHA,ODISHA
Odisha Circle,Berhampur Region,Aska Division,Palakasandha B.O,761123,BO,GANJAM,ODISHA,ODISHA
Odisha Circle,Berhampur Region,Aska Division,G.Dengapadar B.O,761124,BO,GANJAM,ODISHA,ODISHA
Odisha Circle,Berhampur Region,Aska Division,Kullangi B.O,761124,BO,GANJAM,ODISHA,ODISHA
Odisha Circle,Berhampur Region,Aska Division,Nettanga B.O,761124,BO,GANJAM,ODISHA,ODISHA
Odisha Circle,Berhampur Region,Aska Division,Kadua B.O,761121,BO,GANJAM,ODISHA,ODISHA
Odisha Circle,Berhampur Region,Aska Division,Baunsalundi B.O,761133,BO,GANJAM,ODISHA,ODISHA
Odisha Circle,Berhampur Region,Aska Division,Biranchipur B.O,761143,BO,GANJAM,ODISHA,ODISHA
Odisha Circle,Berhampur Region,Aska Division,Baaruda B.O,761131,BO,GANJAM,ODISHA,ODISHA
Odisha Circle,Berhampur Region,Aska Division,Balisahi B.O,761131,BO,GANJAM,ODISHA,ODISHA
Odisha Circle,Berhampur Region,Aska Division,Guzurali B.O,761131,BO,GANJAM,ODISHA,ODISHA
Odisha Circle,Berhampur Region,Aska Division,Badabaraba B.O,761151,BO,GANJAM,ODISHA,ODISHA
Odisha Circle,Berhampur Region,Aska Division,Gazalbadi B.O,761151,BO,GANJAM,ODISHA,ODISHA
Odisha Circle,Berhampur Region,Aska Division,Ekalpur B.O,761109,BO,GANJAM,ODISHA,ODISHA
Odisha Circle,Berhampur Region,Aska Division,Rai Bandha B.O,761109,BO,GANJAM,ODISHA,ODISHA
Odisha Circle,Berhampur Region,Aska Division,Dhaninja B.O,761116,BO,GANJAM,ODISHA,ODISHA
Odisha Circle,Berhampur Region,Aska Division,Sidhanoi B.O,761116,BO,GANJAM,ODISHA,ODISHA
Odisha Circle,Berhampur Region,Aska Division,Dengapadar B.O,761146,BO,GANJAM,ODISHA,ODISHA
Odisha Circle,Berhampur Region,Aska Division,Gothagam B.O,761146,BO,GANJAM,ODISHA,ODISHA
Odisha Circle,Berhampur Region,Aska Division,Baharpur B.O,761107,BO,GANJAM,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Mayurbhanj Division,Saria B.O,757100,BO,MAYURBHANJ,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Mayurbhanj Division,Patalipura B.O,757028,BO,MAYURBHANJ,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Mayurbhanj Division,Purunia B.O,757028,BO,MAYURBHANJ,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Mayurbhanj Division,Raghupur B.O,757028,BO,MAYURBHANJ,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Mayurbhanj Division,Singlamundali B.O,757028,BO,MAYURBHANJ,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Mayurbhanj Division,Danadar B.O,757032,BO,MAYURBHANJ,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Mayurbhanj Division,Dhobanisole B.O,757032,BO,MAYURBHANJ,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Mayurbhanj Division,Nafree B.O,757032,BO,MAYURBHANJ,ODISHA,ODISHA
Odisha Circle,DivReportingCircle,Mayurbhanj Division,Nischinta B.O,757032,BO,MAYURBHANJ,ODISHA,ODISHA
Odisha Circle,Berhampur Region,Koraput Division,Amlabhata B.O,764049,BO,NABARANGPUR,ODISHA,ODISHA
Odisha Circle,Berhampur Region,Koraput Division,Dhondra B.O,764049,BO,NABARANGPUR,ODISHA,ODISHA
Odisha Circle,Berhampur Region,Koraput Division,B.Mamidi B.O,764051,BO,MALKANGIRI,ODISHA,ODISHA
Odisha Circle,Berhampur Region,Koraput Division,Chitapari B.O,764051,BO,MALKANGIRI,ODISHA,ODISHA
Odisha Circle,Berhampur Region,Koraput Division,Dyke 1 B.O,764051,BO,MALKANGIRI,ODISHA,ODISHA
Odisha Circle,Berhampur Region,Koraput Division,Nilakhambari B.O,764051,BO,MALKANGIRI,ODISHA,ODISHA
Odisha Circle,Berhampur Region,Koraput Division,Anakabeda B.O,764077,BO,NABARANGPUR,ODISHA,ODISHA
